Accession,Family
MZ679492.1,Steitzviridae
MZ679494.1,Steitzviridae
MZ679496.1,Steitzviridae
MZ679497.1,Steitzviridae
MZ679498.1,Steitzviridae
MZ679501.1,Steitzviridae
MZ679502.1,Steitzviridae
MZ679503.1,Steitzviridae
MZ679504.1,Steitzviridae
MZ679508.1,Steitzviridae
MZ679510.1,Steitzviridae
MZ679512.1,Steitzviridae
MZ679513.1,Steitzviridae
MZ679514.1,Steitzviridae
MZ679515.1,Steitzviridae
MZ679516.1,Steitzviridae
MZ679517.1,Steitzviridae
MZ679518.1,Steitzviridae
MZ679520.1,Steitzviridae
MZ679522.1,Steitzviridae
MZ679523.1,Steitzviridae
MZ679524.1,Fiersviridae
MZ679526.1,Steitzviridae
MZ679528.1,Atkinsviridae
MZ679530.1,Steitzviridae
MZ679531.1,Steitzviridae
MZ679532.1,Atkinsviridae
MZ679533.1,Steitzviridae
MZ679535.1,Steitzviridae
MZ679536.1,Steitzviridae
MZ679537.1,Steitzviridae
MZ679540.1,Steitzviridae
MZ679543.1,Steitzviridae
MZ679544.1,Steitzviridae
MZ679545.1,Fiersviridae
MZ679546.1,Steitzviridae
MZ679547.1,Steitzviridae
MZ679548.1,Steitzviridae
MZ679550.1,Blumeviridae
MZ679551.1,Steitzviridae
MZ679552.1,Steitzviridae
MZ679553.1,Steitzviridae
MZ679555.1,Steitzviridae
MZ679557.1,Steitzviridae
MZ679558.1,Steitzviridae
MZ679560.1,Steitzviridae
MZ679561.1,Steitzviridae
MZ679563.1,Steitzviridae
MZ679564.1,Steitzviridae
MZ679565.1,Steitzviridae
MZ679567.1,Steitzviridae
MZ679569.1,Steitzviridae
MZ679572.1,Steitzviridae
MZ679575.1,Steitzviridae
MZ679576.1,Steitzviridae
MZ679578.1,Steitzviridae
MZ679579.1,Steitzviridae
MZ679580.1,Steitzviridae
MZ679582.1,Steitzviridae
MZ679585.1,Atkinsviridae
MZ679586.1,Steitzviridae
MZ679589.1,Fiersviridae
MZ679592.1,Steitzviridae
MZ679594.1,Fiersviridae
MZ679595.1,Steitzviridae
MZ679596.1,Steitzviridae
MZ679597.1,Steitzviridae
MZ679601.1,Steitzviridae
MZ679605.1,Steitzviridae
MZ679606.1,Steitzviridae
MZ679611.1,Steitzviridae
MZ679612.1,Steitzviridae
MZ679615.1,Steitzviridae
MZ679616.1,Fiersviridae
MZ679617.1,Steitzviridae
MZ679618.1,Steitzviridae
MZ679619.1,Atkinsviridae
MZ679620.1,Steitzviridae
MZ679624.1,Steitzviridae
MZ679625.1,Steitzviridae
MZ679627.1,Steitzviridae
MZ679628.1,Fiersviridae
MZ679632.1,Steitzviridae
MZ679633.1,Fiersviridae
MZ679634.1,Steitzviridae
MZ679636.1,Steitzviridae
MZ679638.1,Atkinsviridae
MZ679641.1,Fiersviridae
MZ679644.1,Steitzviridae
MZ679645.1,Steitzviridae
MZ679648.1,Steitzviridae
MZ679649.1,Steitzviridae
MZ679650.1,Steitzviridae
MZ679652.1,Steitzviridae
MZ679653.1,Steitzviridae
MZ679655.1,Fiersviridae
MZ679656.1,Steitzviridae
MZ679659.1,Steitzviridae
MZ679660.1,Steitzviridae
MZ679661.1,Steitzviridae
MZ679663.1,Steitzviridae
MZ679665.1,Fiersviridae
MZ679666.1,Steitzviridae
MZ679669.1,Steitzviridae
MZ679670.1,Steitzviridae
MZ679671.1,Steitzviridae
MZ679678.1,Steitzviridae
MZ679679.1,Steitzviridae
MZ679680.1,Steitzviridae
MZ679681.1,Steitzviridae
MZ679684.1,Steitzviridae
MZ679685.1,Steitzviridae
MZ679686.1,Steitzviridae
MZ679687.1,Atkinsviridae
MZ679691.1,Steitzviridae
MZ679695.1,Steitzviridae
MZ679696.1,Atkinsviridae
MZ679697.1,Steitzviridae
MZ679699.1,Steitzviridae
MZ679700.1,Steitzviridae
MZ679702.1,Atkinsviridae
MZ679704.1,Steitzviridae
MZ679706.1,Fiersviridae
MZ679708.1,Fiersviridae
MZ679710.1,Steitzviridae
MZ679711.1,Steitzviridae
MZ679712.1,Atkinsviridae
MZ679713.1,Steitzviridae
MZ679714.1,Atkinsviridae
MZ679716.1,Steitzviridae
MZ679718.1,Steitzviridae
MZ679720.1,Steitzviridae
MZ679721.1,Steitzviridae
MZ679722.1,Steitzviridae
MZ679724.1,Steitzviridae
MZ679725.1,Steitzviridae
MZ679726.1,Steitzviridae
MZ679731.1,Fiersviridae
MZ679734.1,Steitzviridae
MZ679735.1,Steitzviridae
MZ679736.1,Steitzviridae
MZ679738.1,Steitzviridae
MZ679739.1,Steitzviridae
MZ679741.1,Steitzviridae
MZ679745.1,Steitzviridae
MZ679747.1,Steitzviridae
MZ679752.1,Atkinsviridae
MZ679753.1,Steitzviridae
MZ679754.1,Steitzviridae
MZ679755.1,Steitzviridae
MZ679756.1,Fiersviridae
MZ679757.1,Steitzviridae
MZ679759.1,Steitzviridae
MZ679760.1,Steitzviridae
MZ679762.1,Steitzviridae
MZ679764.1,Steitzviridae
MZ679766.1,Fiersviridae
MZ679767.1,Steitzviridae
MZ679769.1,Steitzviridae
MZ679770.1,Steitzviridae
MZ679771.1,Atkinsviridae
MZ679772.1,Steitzviridae
MZ679773.1,Steitzviridae
MZ679774.1,Atkinsviridae
MZ679776.1,Steitzviridae
MZ679778.1,Steitzviridae
MZ679779.1,Fiersviridae
MZ679782.1,Fiersviridae
MZ679783.1,Steitzviridae
MZ679784.1,Steitzviridae
MZ679785.1,Fiersviridae
MZ679792.1,Atkinsviridae
MZ679793.1,Fiersviridae
MZ679794.1,Steitzviridae
MZ679795.1,Steitzviridae
MZ679796.1,Steitzviridae
MZ679797.1,Steitzviridae
MZ679798.1,Steitzviridae
MZ679799.1,Fiersviridae
MZ679800.1,Steitzviridae
MZ679803.1,Steitzviridae
MZ679804.1,Steitzviridae
MZ679805.1,Steitzviridae
MZ679806.1,Steitzviridae
MZ679808.1,Steitzviridae
MZ679809.1,Steitzviridae
MZ679810.1,Steitzviridae
MZ679812.1,Steitzviridae
MZ679813.1,Fiersviridae
MZ679814.1,Steitzviridae
MZ679816.1,Steitzviridae
MZ679820.1,Steitzviridae
MZ679823.1,Steitzviridae
MZ679824.1,Duinviridae
MZ679825.1,Steitzviridae
MZ679827.1,Steitzviridae
MZ679828.1,Fiersviridae
MZ679831.1,Steitzviridae
MZ680326.1,Steitzviridae
MZ680327.1,Steitzviridae
MZ680331.1,Steitzviridae
MZ680332.1,Steitzviridae
MZ680334.1,Atkinsviridae
MZ680335.1,Duinviridae
MZ680336.1,Steitzviridae
MZ680339.1,Steitzviridae
MZ680340.1,Steitzviridae
MZ680341.1,Steitzviridae
MZ680342.1,Steitzviridae
MZ680343.1,Steitzviridae
MZ680345.1,Steitzviridae
MZ682351.1,Betaflexiviridae
MZ682616.1,Rhabdoviridae
MZ703097.1,Phenuiviridae
MZ703098.1,Phenuiviridae
MZ703099.1,Phenuiviridae
MZ710934.1,Circoviridae
MZ710935.1,Circoviridae
MZ726791.1,Andersonviridae
MZ736512.1,Fusagraviridae
MZ747522.1,Berryhillviridae
MZ753810.1,Paramyxoviridae
MZ766431.1,Baculoviridae
MZ773648.1,Schitoviridae
MZ773933.1,Rhabdoviridae
MZ802804.1,Paramyxoviridae
MZ813278.1,Parvoviridae
MZ822104.1,Rhabdoviridae
MZ822106.1,Rhabdoviridae
MZ826138.1,Caulimoviridae
MZ826350.1,Vandenendeviridae
MZ851152.1,Autotranscriptaviridae
MZ868713.1,Vandenendeviridae
MZ868719.1,Pseudototiviridae
MZ911846.1,Caulimoviridae
MZ923531.2,Autotranscriptaviridae
MZ926778.1,Paramyxoviridae
MZ955866.1,Sarkviridae
MZ955867.1,Schitoviridae
MZ965076.1,Solemoviridae
MZ969066.1,Mymonaviridae
MZ983390.1,Rhabdoviridae
MZ995503.1,Autotranscriptaviridae
MZ997838.1,Sarkviridae
MZ997840.1,Autosignataviridae
MZ997841.1,Autosignataviridae
OK018136.1,Autonotataviridae
OK032418.1,Betaflexiviridae
OK040171.1,Vandenendeviridae
OK040225.1,Secoviridae
OK040777.1,Casidaviridae
OK042080.1,Autotranscriptaviridae
OK044775.1,Paramyxoviridae
OK073976.1,Chaseviridae
OK086698.1,Rhabdoviridae
OK094519.1,Autotranscriptaviridae
OK108608.1,Sarkviridae
OK108609.1,Sarkviridae
OK128265.1,Rhabdoviridae
OK138555.1,Drexlerviridae
OK143207.1,Demerecviridae
OK148439.1,Chaseviridae
OK149171.2,Schitoviridae
OK149215.1,Autotranscriptaviridae
OK169616.1,Sarkviridae
OK210074.1,Autotranscriptaviridae
OK236393.1,Parvoviridae
OK254197.1,Demerecviridae
OK258138.1,Autonotataviridae
OK272472.1,Andersonviridae
OK272477.1,Demerecviridae
OK272479.1,Drexlerviridae
OK272480.1,Demerecviridae
OK272483.1,Drexlerviridae
OK275492.1,Mesyanzhinovviridae
OK300052.1,Polyomaviridae
OK319016.1,Autonotataviridae
OK481552.1,Alternaviridae
OK490494.1,Autonotataviridae
OK491485.1,Nyamiviridae
OK491501.1,Rhabdoviridae
OK491502.1,Rhabdoviridae
OK499973.1,Drexlerviridae
OK499984.1,Drexlerviridae
OK523999.1,Autotranscriptaviridae
OK524200.1,Mymonaviridae
OK539826.1,Vandenendeviridae
OK539833.1,Andersonviridae
OK539913.1,Andersonviridae
OK558607.1,Skuldviridae
OK570184.1,Autosignataviridae
OK623353.1,Paramyxoviridae
OK623354.1,Paramyxoviridae
OK623355.1,Paramyxoviridae
OK623356.1,Paramyxoviridae
OK623359.1,Paramyxoviridae
OK623360.1,Paramyxoviridae
OK623361.1,Paramyxoviridae
OK623362.1,Paramyxoviridae
OK623363.1,Paramyxoviridae
OK623365.1,Paramyxoviridae
OK624603.1,Caulimoviridae
OK625527.1,Autosignataviridae
OK626440.1,Kitaviridae
OK626447.1,Kitaviridae
OK626448.1,Kitaviridae
OK626451.1,Kitaviridae
OK626452.1,Kitaviridae
OK632024.1,Potyviridae
OK634395.1,Botourmiaviridae
OK634396.1,Botourmiaviridae
OK663600.1,Autotranscriptaviridae
OK665488.1,Schitoviridae
OK665835.1,Demerecviridae
OK666835.1,Bromoviridae
OK666836.1,Bromoviridae
OK666837.1,Bromoviridae
OK721096.1,Betaflexiviridae
OK999980.1,Berryhillviridae
OL312763.1,Potyviridae
OL348188.1,Peduoviridae
OL362270.1,Autonotataviridae
OL362272.1,Autosignataviridae
OL362281.1,Autotranscriptaviridae
OL362282.1,Autotranscriptaviridae
OL377732.1,Lispiviridae
OL396571.1,Felixviridae
OL409034.1,Autotranscriptaviridae
OL409126.1,Paramyxoviridae
OL439478.1,Rhabdoviridae
OL451868.1,Caulimoviridae
OL451946.1,Demerecviridae
OL455896.1,Casidaviridae
OL455900.1,Casidaviridae
OL471344.1,Solemoviridae
OL471978.1,Fimoviridae
OL472057.1,Bromoviridae
OL472058.1,Bromoviridae
OL472059.1,Bromoviridae
OL472060.1,Bromoviridae
OL472061.1,Bromoviridae
OL472062.1,Bromoviridae
OL472112.1,Rhabdoviridae
OL472114.1,Rhabdoviridae
OL472117.1,Rhabdoviridae
OL472118.1,Rhabdoviridae
OL472119.1,Rhabdoviridae
OL472125.1,Rhabdoviridae
OL472126.1,Rhabdoviridae
OL472403.1,Lispiviridae
OL472404.1,Lispiviridae
OL472405.1,Lispiviridae
OL472406.1,Lispiviridae
OL472411.1,Lispiviridae
OL472416.1,Lispiviridae
OL472418.1,Artoviridae
OL473597.1,Kyanoviridae
OL474141.1,Andersonviridae
OL502173.1,Demerecviridae
OL512807.1,Inoviridae
OL519843.1,Sarkviridae
OL539443.1,Drexlerviridae
OL539448.1,Drexlerviridae
OL539450.1,Drexlerviridae
OL539459.1,Drexlerviridae
OL539460.1,Drexlerviridae
OL539462.1,Drexlerviridae
OL539467.1,Drexlerviridae
OL539723.1,Bromoviridae
OL539724.1,Bromoviridae
OL539725.1,Bromoviridae
OL549188.1,Casidaviridae
OL549189.1,Casidaviridae
OL549191.1,Casidaviridae
OL549192.1,Casidaviridae
OL581612.1,Autonotataviridae
OL630968.1,Caulimoviridae
OL630969.1,Paramyxoviridae
OL674249.1,Drexlerviridae
OL674541.1,Mesyanzhinovviridae
OL685370.1,Baculoviridae
OL686893.1,Baculoviridae
OL691920.1,Autotranscriptaviridae
OL692338.1,Adenoviridae
OL700091.1,Rhabdoviridae
OL700136.1,Rhabdoviridae
OL702938.1,Drexlerviridae
OL704826.1,Circoviridae
OL704827.1,Circoviridae
OL704828.1,Circoviridae
OL704833.1,Circoviridae
OL704835.1,Draupnirviridae
OL704855.1,Kanorauviridae
OL739567.1,Caulimoviridae
OL741059.1,Chaseviridae
OL742560.1,Berryhillviridae
OL744210.1,Drexlerviridae
OL744212.1,Autotranscriptaviridae
OL744213.1,Drexlerviridae
OL744215.1,Autosignataviridae
OL744217.1,Autotranscriptaviridae
OL770365.1,Chaseviridae
OL774829.1,Rhabdoviridae
OL774846.1,Peribunyaviridae
OL774847.1,Peribunyaviridae
OL774848.1,Peribunyaviridae
OL799260.1,Herelleviridae
OL799327.1,Grimontviridae
OL799328.1,Autotranscriptaviridae
OL800603.1,Autotranscriptaviridae
OL800604.1,Demerecviridae
OL800605.1,Autotranscriptaviridae
OL800606.1,Andersonviridae
OL800706.1,Drexlerviridae
OL825705.1,Andersonviridae
OL828819.1,Dishuiviroviridae
OL829978.1,Stanwilliamsviridae
OL856139.1,Autotranscriptaviridae
OL865411.1,Drexlerviridae
OL890646.1,Botourmiaviridae
OL960574.1,Chaseviridae
OL960578.1,Drexlerviridae
OL960579.1,Drexlerviridae
OL960582.1,Drexlerviridae
OL964098.1,Bromoviridae
OL964099.1,Bromoviridae
OL964100.1,Bromoviridae
OL964756.1,Chimalliviridae
OL979628.1,Alphaflexiviridae
OL979629.1,Secoviridae
OL989991.1,Straboviridae
OM030289.1,Rhabdoviridae
OM030290.1,Rhabdoviridae
OM030292.1,Rhabdoviridae
OM030297.1,Hepadnaviridae
OM030305.1,Hantaviridae
OM030306.1,Hantaviridae
OM030311.1,Hantaviridae
OM030312.1,Hantaviridae
OM030314.1,Paramyxoviridae
OM030316.1,Paramyxoviridae
OM030321.1,Nairoviridae
OM030322.1,Nairoviridae
OM030323.1,Nairoviridae
OM030330.1,Paramyxoviridae
OM030331.1,Paramyxoviridae
OM030332.1,Paramyxoviridae
OM030333.1,Paramyxoviridae
OM030334.1,Paramyxoviridae
OM030336.1,Paramyxoviridae
OM032871.1,Drexlerviridae
OM046626.1,Peduoviridae
OM046627.1,Peduoviridae
OM046628.1,Peduoviridae
OM049502.1,Mymonaviridae
OM095377.1,Kirkoviridae
OM095401.1,Peduoviridae
OM140653.1,Peduoviridae
OM141115.1,Betaflexiviridae
OM154927.1,Vilyaviridae
OM154940.1,Bacilladnaviridae
OM154943.1,Bacilladnaviridae
OM154945.1,Bacilladnaviridae
OM154946.1,Bacilladnaviridae
OM154947.1,Bacilladnaviridae
OM154948.1,Bacilladnaviridae
OM154949.1,Bacilladnaviridae
OM154950.1,Bacilladnaviridae
OM158235.1,Schitoviridae
OM256482.1,Autotranscriptaviridae
OM258170.1,Drexlerviridae
OM262451.1,Circoviridae
OM262453.1,Circoviridae
OM262456.1,Circoviridae
OM262457.1,Circoviridae
OM262458.1,Circoviridae
OM263475.1,Potyviridae
OM272933.1,Gammaormycoviridae
OM291373.1,Sarkviridae
OM304382.1,Peduoviridae
OM317910.1,Drexlerviridae
OM323988.1,Solemoviridae
OM339548.1,Sarkviridae
OM355495.1,Autotranscriptaviridae
OM367996.1,Adenoviridae
OM386660.1,Demerecviridae
OM386661.1,Andersonviridae
OM386663.1,Andersonviridae
OM386664.1,Andersonviridae
OM456564.1,Arenaviridae
OM457002.1,Autotranscriptaviridae
OM469121.1,Parvoviridae
OM471789.1,Autotranscriptaviridae
OM475429.1,Peduoviridae
OM514449.1,Atkinsviridae
OM514450.1,Atkinsviridae
OM514453.1,Fiersviridae
OM514455.1,Fiersviridae
OM514459.1,Fiersviridae
OM514462.1,Fiersviridae
OM514464.1,Fiersviridae
OM514467.1,Fiersviridae
OM514471.1,Fiersviridae
OM514474.1,Fiersviridae
OM514476.1,Fiersviridae
OM514480.1,Fiersviridae
OM514486.1,Fiersviridae
OM514496.1,Fiersviridae
OM514500.1,Fiersviridae
OM514501.1,Fiersviridae
OM514504.1,Fiersviridae
OM514506.1,Fiersviridae
OM514507.1,Fiersviridae
OM514508.1,Fiersviridae
OM514509.1,Fiersviridae
OM514514.1,Fiersviridae
OM514515.1,Fiersviridae
OM514517.1,Fiersviridae
OM514518.1,Fiersviridae
OM514519.1,Fiersviridae
OM514520.1,Fiersviridae
OM514521.1,Fiersviridae
OM514524.1,Fiersviridae
OM514525.1,Fiersviridae
OM514526.1,Fiersviridae
OM514529.1,Fiersviridae
OM514530.1,Fiersviridae
OM514532.1,Fiersviridae
OM514533.1,Fiersviridae
OM514534.1,Fiersviridae
OM514538.1,Fiersviridae
OM514539.1,Fiersviridae
OM514540.1,Fiersviridae
OM523356.1,Rhabdoviridae
OM525829.1,Betaflexiviridae
OM540428.1,Caulimoviridae
OM638103.1,Straboviridae
OM638104.1,Guelinviridae
OM638608.1,Peduoviridae
OM638609.1,Peduoviridae
OM638611.1,Peduoviridae
OM645180.1,Nairoviridae
OM645181.1,Nairoviridae
OM645182.1,Nairoviridae
OM654404.1,Autonotataviridae
OM687517.1,Fimoviridae
OM716005.1,Autotranscriptaviridae
OM735686.1,Autonotataviridae
OM735690.1,Drexlerviridae
OM777135.1,Secoviridae
OM801008.1,Secoviridae
OM810291.1,Chaseviridae
OM810292.1,Chimalliviridae
OM837804.1,Splipalmiviridae
OM849239.1,Smacoviridae
OM867525.1,Asemoviridae
OM869484.1,Vilyaviridae
OM869486.1,Vilyaviridae
OM869487.1,Vilyaviridae
OM869490.1,Vilyaviridae
OM869491.1,Vilyaviridae
OM869583.1,Vilyaviridae
OM869595.1,Circoviridae
OM869597.1,Circoviridae
OM869600.1,Naryaviridae
OM869615.1,Vilyaviridae
OM869619.1,Naryaviridae
OM870967.1,Vandenendeviridae
OM870969.1,Vandenendeviridae
OM870970.1,Vandenendeviridae
OM892344.1,Smacoviridae
OM892349.1,Smacoviridae
OM892350.1,Smacoviridae
OM892351.1,Smacoviridae
OM892352.1,Smacoviridae
OM892353.1,Smacoviridae
OM892354.1,Smacoviridae
OM892355.1,Smacoviridae
OM892357.1,Smacoviridae
OM892358.1,Smacoviridae
OM892362.1,Smacoviridae
OM908436.1,Autotranscriptaviridae
OM920501.1,Parvoviridae
OM937123.1,Autotranscriptaviridae
OM938991.1,Drexlerviridae
OM938992.1,Drexlerviridae
OM953433.1,Andersonviridae
OM954003.1,Oomyviridae
OM966901.1,Herelleviridae
OM982620.1,Vandenendeviridae
ON005621.1,Mesyanzhinovviridae
ON024087.1,Nairoviridae
ON024088.1,Nairoviridae
ON024089.1,Nairoviridae
ON024117.1,Parvoviridae
ON042750.1,Salasmaviridae
ON073823.1,Rhabdoviridae
ON081052.1,Drexlerviridae
ON082763.1,Lispiviridae
ON087563.1,Sarkviridae
ON113168.1,Herelleviridae
ON113169.1,Herelleviridae
ON113170.1,Herelleviridae
ON125307.1,Herelleviridae
ON137710.1,Solemoviridae
ON137711.1,Tombusviridae
ON148527.1,Autosignataviridae
ON148528.1,Autotranscriptaviridae
ON156476.1,Phenuiviridae
ON162450.1,Steitzviridae
ON162538.1,Steitzviridae
ON162661.1,Fiersviridae
ON162760.1,Fiersviridae
ON162890.1,Atkinsviridae
ON163065.1,Fiersviridae
ON163172.1,Fiersviridae
ON163206.1,Fiersviridae
ON163346.1,Fiersviridae
ON163534.1,Blumeviridae
ON163786.1,Fiersviridae
ON163828.1,Fiersviridae
ON163884.1,Fiersviridae
ON163913.1,Fiersviridae
ON164096.1,Atkinsviridae
ON164208.1,Fiersviridae
ON164258.1,Steitzviridae
ON164284.1,Fiersviridae
ON164474.1,Fiersviridae
ON169972.1,Vandenendeviridae
ON184084.1,Nairoviridae
ON184085.1,Nairoviridae
ON184086.1,Nairoviridae
ON185580.1,Autosignataviridae
ON185589.1,Drexlerviridae
ON185810.1,Rhabdoviridae
ON189047.1,Mesyanzhinovviridae
ON210137.1,Lindbergviridae
ON210138.1,Andersonviridae
ON210144.1,Autosignataviridae
ON217544.1,Adenoviridae
ON239128.1,Andersonviridae
ON240063.1,Betaflexiviridae
ON240064.1,Betaflexiviridae
ON241319.1,Betaflexiviridae
ON241320.1,Betaflexiviridae
ON241321.1,Betaflexiviridae
ON241323.1,Betaflexiviridae
ON246246.1,Rhabdoviridae
ON287378.1,Autotranscriptaviridae
ON324069.1,Circoviridae
ON324071.1,Circoviridae
ON324103.1,Circoviridae
ON324104.1,Circoviridae
ON324106.1,Circoviridae
ON324118.1,Parvoviridae
ON331942.1,Mesyanzhinovviridae
ON361135.1,Vandenendeviridae
ON365567.2,Autonotataviridae
ON366412.2,Salasmaviridae
ON366507.1,Discoviridae
ON375541.1,Parvoviridae
ON375839.1,Lindbergviridae
ON381477.1,Arenaviridae
ON381478.1,Arenaviridae
ON381479.1,Arenaviridae
ON392159.1,Stackebrandtviridae
ON408166.1,Rhabdoviridae
ON408171.1,Rhabdoviridae
ON409569.1,Sarkviridae
ON409991.1,Rhabdoviridae
ON416859.1,Solemoviridae
ON428226.2,Potyviridae
ON456337.1,Stackebrandtviridae
ON456901.1,Nairoviridae
ON470592.1,Peduoviridae
ON506927.1,Herelleviridae
ON506928.1,Herelleviridae
ON526839.1,Autosignataviridae
ON526840.1,Demerecviridae
ON528933.2,Casidaviridae
ON529850.1,Jeanschmidtviridae
ON529851.1,Jeanschmidtviridae
ON529852.1,Jeanschmidtviridae
ON529854.1,Mesyanzhinovviridae
ON529855.1,Jeanschmidtviridae
ON529857.1,Jeanschmidtviridae
ON529858.1,Jeanschmidtviridae
ON529861.1,Lindbergviridae
ON529868.1,Autonotataviridae
ON555767.1,Solemoviridae
ON556610.1,Anelloviridae
ON556611.1,Anelloviridae
ON556612.1,Anelloviridae
ON556613.1,Anelloviridae
ON556614.1,Anelloviridae
ON565072.1,Solemoviridae
ON568193.1,Autotranscriptaviridae
ON571554.1,Autotranscriptaviridae
ON595961.1,Hantaviridae
ON595962.1,Hantaviridae
ON596195.1,Circoviridae
ON596196.1,Circoviridae
ON596197.1,Circoviridae
ON602044.1,Phenuiviridae
ON602045.1,Phenuiviridae
ON602733.1,Autotranscriptaviridae
ON602735.1,Drexlerviridae
ON602741.1,Drexlerviridae
ON602742.1,Autotranscriptaviridae
ON602750.1,Drexlerviridae
ON602753.1,Autotranscriptaviridae
ON602755.1,Autotranscriptaviridae
ON602765.1,Autosignataviridae
ON604651.1,Autotranscriptaviridae
ON637170.1,Demerecviridae
ON637250.1,Autotranscriptaviridae
ON642070.1,Peduoviridae
ON642334.1,Adenoviridae
ON648824.1,Arenaviridae
ON649698.1,Yanlukaviridae
ON649699.1,Yangangviridae
ON649700.1,Yangangviridae
ON649701.1,Yangangviridae
ON649702.1,Aoguangviridae
ON677309.1,Circoviridae
ON677538.1,Saffermanviridae
ON684361.1,Rhabdoviridae
ON684369.1,Nyamiviridae
ON715521.2,Autotranscriptaviridae
ON720976.1,Sarkviridae
ON720977.1,Sarkviridae
ON746412.1,Mymonaviridae
ON746413.1,Mymonaviridae
ON746518.1,Rhabdoviridae
ON746519.1,Rhabdoviridae
ON746520.1,Rhabdoviridae
ON746521.1,Rhabdoviridae
ON746523.1,Rhabdoviridae
ON746524.1,Rhabdoviridae
ON746525.1,Rhabdoviridae
ON746527.1,Rhabdoviridae
ON746531.1,Rhabdoviridae
ON754979.1,Autotranscriptaviridae
ON755176.1,Autonotataviridae
ON755186.1,Stackebrandtviridae
ON762421.1,Rhabdoviridae
ON773439.1,Caulimoviridae
ON778463.1,Chaseviridae
ON803509.1,Baculoviridae
ON828429.1,Solemoviridae
ON843719.1,Adenoviridae
ON843764.1,Mymonaviridae
ON843766.1,Bromoviridae
ON843767.1,Bromoviridae
ON855038.1,Andersonviridae
ON855039.1,Demerecviridae
ON855040.1,Drexlerviridae
ON857938.1,Lindbergviridae
ON868915.1,Andersonviridae
ON871623.1,Secoviridae
ON871624.1,Secoviridae
ON872562.1,Xinmoviridae
ON872573.1,Artoviridae
ON872782.1,Smacoviridae
ON880501.1,Autotranscriptaviridae
ON881905.1,Drexlerviridae
ON887156.1,Amalgaviridae
ON897768.1,Autotranscriptaviridae
ON911539.2,Autonotataviridae
ON932078.1,Autonotataviridae
ON932079.1,Mesyanzhinovviridae
ON932080.1,Mesyanzhinovviridae
ON932081.1,Autonotataviridae
ON932083.1,Autonotataviridae
ON932434.1,Bromoviridae
ON932435.1,Bromoviridae
ON932436.1,Bromoviridae
ON955142.1,Rhabdoviridae
ON955143.1,Rhabdoviridae
ON970568.1,Casidaviridae
ON970578.1,Kruegerviridae
ON970616.1,Casidaviridae
ON993219.1,Alphaflexiviridae
ON995367.1,Autotranscriptaviridae
ON996339.1,Sarkviridae
OP012469.1,Pleolipoviridae
OP013026.1,Autotranscriptaviridae
OP018999.1,Autosignataviridae
OP019481.1,Secoviridae
OP021638.1,Parvoviridae
OP022426.1,Guelinviridae
OP030734.1,Umezonoviridae
OP030742.1,Umezonoviridae
OP030766.1,Umezonoviridae
OP030816.1,Umezonoviridae
OP030874.1,Umezonoviridae
OP030894.1,Umezonoviridae
OP030930.1,Toyamaviridae
OP030980.1,Umezonoviridae
OP030994.1,Umezonoviridae
OP031003.1,Umezonoviridae
OP031033.1,Umezonoviridae
OP031048.1,Umezonoviridae
OP031061.1,Konodaiviridae
OP031074.1,Umezonoviridae
OP031095.1,Umezonoviridae
OP031115.1,Umezonoviridae
OP031127.1,Umezonoviridae
OP045498.1,Demerecviridae
OP056089.1,Chaseviridae
OP056300.1,Saffermanviridae
OP066307.1,Betaflexiviridae
OP067680.1,Solemoviridae
OP068342.1,Stackebrandtviridae
OP072217.1,Toyamaviridae
OP072219.1,Umezonoviridae
OP072241.1,Umezonoviridae
OP072320.1,Umezonoviridae
OP072332.1,Konodaiviridae
OP072369.1,Umezonoviridae
OP072371.1,Umezonoviridae
OP072391.1,Umezonoviridae
OP072408.1,Umezonoviridae
OP072470.1,Umezonoviridae
OP072486.1,Umezonoviridae
OP072489.1,Umezonoviridae
OP072491.1,Umezonoviridae
OP072506.1,Umezonoviridae
OP072523.1,Umezonoviridae
OP072555.1,Umezonoviridae
OP072603.1,Umezonoviridae
OP072641.1,Umezonoviridae
OP072662.1,Umezonoviridae
OP072690.1,Umezonoviridae
OP072697.1,Umezonoviridae
OP072718.1,Umezonoviridae
OP072766.1,Umezonoviridae
OP072785.1,Umezonoviridae
OP072788.1,Umezonoviridae
OP072800.1,Umezonoviridae
OP072826.1,Umezonoviridae
OP072827.1,Umezonoviridae
OP072845.1,Umezonoviridae
OP072856.1,Umezonoviridae
OP072867.1,Umezonoviridae
OP072884.1,Umezonoviridae
OP072887.1,Umezonoviridae
OP073416.1,Konodaiviridae
OP074812.1,Toyamaviridae
OP079918.1,Autosignataviridae
OP087422.1,Autonotataviridae
OP103962.1,Amalgaviridae
OP122168.1,Solemoviridae
OP171943.1,Demerecviridae
OP172796.1,Andersonviridae
OP180101.1,Rhabdoviridae
OP185508.1,Autotranscriptaviridae
OP191655.1,Arenaviridae
OP191656.1,Arenaviridae
OP256049.1,Guelinviridae
OP263037.1,Peribunyaviridae
OP263038.1,Peribunyaviridae
OP267563.1,Drexlerviridae
OP292294.1,Secoviridae
OP292295.1,Secoviridae
OP292674.1,Drexlerviridae
OP297535.1,Kruegerviridae
OP310979.1,Lindbergviridae
OP313011.1,Rhabdoviridae
OP313012.1,Rhabdoviridae
