genome1,genome2,y
MK896544.1,OQ087135.1,0
MK896544.1,BK062758.1,0
MK896544.1,CASDWV010002739.1,0
MK896544.1,MN744720.1,0
MK896544.1,MF926426.1,0
MK896544.1,AY530876.1,0
MK896544.1,CASDWV010000663.1,0
MK896544.1,ON755186.1,0
MK896544.1,MT328776.1,0
MK896544.1,KM817666.1,0
MK896545.1,EU665255.1,1
MK896545.1,EU789573.1,1
MK896545.1,FJ943510.1,1
MK896545.1,HE795090.1,1
MK896545.1,HE795093.1,1
MK896545.1,HE795096.1,1
MK896545.1,HE795099.1,1
MK896545.1,HE795102.1,1
MK896545.1,HE795105.1,1
MK896545.1,HE795108.1,1
MK896545.1,KC862318.1,0
MK896545.1,KJ817371.1,0
MK896545.1,CASDWV010003474.1,0
MK896545.1,CASDWV010001132.1,0
MK896545.1,KX879643.1,0
MK896545.1,AY894343.1,0
MK896545.1,CASDWV010004920.1,0
MK896545.1,MG251664.1,0
MK896545.1,AY697460.1,0
MK896545.1,MK503254.1,0
MK896546.1,AB000851.1,1
MK896546.1,AY237111.1,1
MK896546.1,AY593727.1,1
MK896546.1,D00353.1,1
MK896546.1,EF485030.1,1
MK896546.1,EU294510.1,1
MK896546.1,EU564828.1,1
MK896546.1,EU564830.1,1
MK896546.1,EU622820.2,1
MK896546.1,EU879062.3,1
MK896546.1,KC796088.1,0
MK896546.1,KF757256.1,0
MK896546.1,KX817338.1,1
MK896546.1,EU410442.1,0
MK896546.1,KM501444.1,0
MK896546.1,CASDWV010000040.1,0
MK896546.1,JF920149.1,0
MK896546.1,KX451145.1,0
MK896546.1,X68414.1,0
MK896546.1,MG976803.1,0
MK896547.1,EF485031.1,1
MK896547.1,EU262553.1,1
MK896547.1,EU622819.2,1
MK896547.1,HE795097.1,1
MK896547.1,HE795100.1,1
MK896547.1,HE795103.1,1
MK896547.1,HE795106.1,1
MK896547.1,HM007351.1,1
MK896547.1,HM627176.1,1
MK896547.1,HM627181.1,1
MK896547.1,MW601953.1,0
MK896547.1,MN532616.1,0
MK896547.1,CASDWV010004564.1,0
MK896547.1,KM225259.1,1
MK896547.1,MK095606.1,0
MK896547.1,AY780919.1,0
MK896547.1,AY421762.1,0
MK896547.1,CASDWV010000677.1,0
MK896547.1,MH500283.1,0
MK896547.1,CASDWV010003429.1,0
MK896548.1,KF590577.1,1
MK896548.1,KF981633.1,1
MK896548.1,MK896453.1,1
MK896548.1,MK896509.1,1
MK896548.1,EU665255.1,1
MK896548.1,EU789573.1,1
MK896548.1,FJ943510.1,1
MK896548.1,HE795090.1,1
MK896548.1,HE795093.1,1
MK896548.1,HE795096.1,1
MK896548.1,FJ445153.1,0
MK896548.1,MT682708.1,0
MK896548.1,KY271397.1,0
MK896548.1,KY851116.1,0
MK896548.1,DQ288865.1,0
MK896548.1,JF938082.1,0
MK896548.1,BK014144.1,0
MK896548.1,AB027021.1,0
MK896548.1,MF805716.1,0
MK896548.1,JQ717261.1,0
MK896552.1,AB000851.1,1
MK896552.1,AY237111.1,1
MK896552.1,AY593727.1,1
MK896552.1,D00353.1,1
MK896552.1,EF485030.1,1
MK896552.1,EU294510.1,1
MK896552.1,EU564828.1,1
MK896552.1,EU564830.1,1
MK896552.1,EU622820.2,1
MK896552.1,EU879062.3,1
MK896552.1,KU343137.1,0
MK896552.1,BK013887.1,0
MK896552.1,MN168168.1,0
MK896552.1,MN873693.1,0
MK896552.1,MT353903.1,0
MK896552.1,X75448.1,0
MK896552.1,AB002632.1,0
MK896552.1,AY421766.1,0
MK896552.1,EU418428.2,0
MK896552.1,OM810292.1,0
MK896553.1,EF485031.1,1
MK896553.1,EU262553.1,1
MK896553.1,EU622819.2,1
MK896553.1,HE795097.1,1
MK896553.1,HE795100.1,1
MK896553.1,HE795103.1,1
MK896553.1,HE795106.1,1
MK896553.1,HM007351.1,1
MK896553.1,HM627176.1,1
MK896553.1,HM627181.1,1
MK896553.1,DQ826394.1,0
MK896553.1,BK013634.1,0
MK896553.1,KU343139.1,0
MK896553.1,GQ244526.1,0
MK896553.1,PP790232.1,0
MK896553.1,OL960578.1,0
MK896553.1,MN994868.1,0
MK896553.1,KX078569.1,0
MK896553.1,KY761948.1,0
MK896553.1,MT677934.1,0
MK896555.1,AB000851.1,1
MK896555.1,AY237111.1,1
MK896555.1,AY593727.1,1
MK896555.1,D00353.1,1
MK896555.1,EF485030.1,1
MK896555.1,EU294510.1,1
MK896555.1,EU564828.1,1
MK896555.1,EU564830.1,1
MK896555.1,EU622820.2,1
MK896555.1,EU879062.3,1
MK896555.1,JF811581.1,0
MK896555.1,CASDWV010000318.1,0
MK896555.1,PP790269.1,0
MK896555.1,AY038068.2,0
MK896555.1,MN163280.1,0
MK896555.1,JQ958889.1,0
MK896555.1,MG573144.1,0
MK896555.1,DQ087278.1,0
MK896555.1,ON148527.1,0
MK896555.1,JX219579.1,0
MK896556.1,EF485031.1,1
MK896556.1,EU262553.1,1
MK896556.1,EU622819.2,1
MK896556.1,HE795097.1,1
MK896556.1,HE795100.1,1
MK896556.1,HE795103.1,1
MK896556.1,HE795106.1,1
MK896556.1,HM007351.1,1
MK896556.1,HM627176.1,1
MK896556.1,HM627181.1,1
MK896556.1,MK443498.1,0
MK896556.1,KR872420.1,0
MK896556.1,MF173068.1,0
MK896556.1,BK013799.1,0
MK896556.1,MG748715.1,0
MK896556.1,EF608612.1,0
MK896556.1,CASDWV010001469.1,0
MK896556.1,CASDWV010003490.1,0
MK896556.1,MF158042.1,0
MK896556.1,MH051918.1,0
MK896557.1,EU665255.1,1
MK896557.1,EU789573.1,1
MK896557.1,FJ943510.1,1
MK896557.1,HE795090.1,1
MK896557.1,HE795093.1,1
MK896557.1,HE795096.1,1
MK896557.1,HE795099.1,1
MK896557.1,HE795102.1,1
MK896557.1,HE795105.1,1
MK896557.1,HE795108.1,1
MK896557.1,BK013933.1,0
MK896557.1,X78602.1,0
MK896557.1,BK014075.1,0
MK896557.1,MN988525.1,0
MK896557.1,KF809670.1,0
MK896557.1,U35145.1,0
MK896557.1,BK013552.1,0
MK896557.1,MH500301.1,0
MK896557.1,KT862806.1,0
MK896557.1,MW183072.1,0
MK896566.1,EF485031.1,1
MK896566.1,EU262553.1,1
MK896566.1,EU622819.2,1
MK896566.1,HE795097.1,1
MK896566.1,HE795100.1,1
MK896566.1,HE795103.1,1
MK896566.1,HE795106.1,1
MK896566.1,HM007351.1,1
MK896566.1,HM627176.1,1
MK896566.1,HM627181.1,1
MK896566.1,AY216517.2,0
MK896566.1,HM566165.1,0
MK896566.1,MK937606.1,0
MK896566.1,JF920134.1,0
MK896566.1,LR881109.1,0
MK896566.1,JF911697.1,0
MK896566.1,DQ143874.1,0
MK896566.1,HE861935.1,0
MK896566.1,JF342669.1,0
MK896566.1,CASDWV010003888.1,0
MK896567.1,EU665255.1,1
MK896567.1,EU789573.1,1
MK896567.1,FJ943510.1,1
MK896567.1,HE795090.1,1
MK896567.1,HE795093.1,1
MK896567.1,HE795096.1,1
MK896567.1,HE795099.1,1
MK896567.1,HE795102.1,1
MK896567.1,HE795105.1,1
MK896567.1,HE795108.1,1
MK896567.1,OQ845959.1,0
MK896567.1,MT682712.1,0
MK896567.1,MW281483.1,0
MK896567.1,KJ572575.1,0
MK896567.1,KX817325.1,1
MK896567.1,OM892350.1,0
MK896567.1,KP153447.1,0
MK896567.1,CASDWV010003164.1,0
MK896567.1,PP579741.1,0
MK896567.1,OR553895.1,0
MK896568.1,AB000851.1,1
MK896568.1,AY237111.1,1
MK896568.1,AY593727.1,1
MK896568.1,D00353.1,1
MK896568.1,EF485030.1,1
MK896568.1,EU294510.1,1
MK896568.1,EU564828.1,1
MK896568.1,EU564830.1,1
MK896568.1,EU622820.2,1
MK896568.1,EU879062.3,1
MK896568.1,GU181199.1,0
MK896568.1,MT538084.1,0
MK896568.1,GU135606.1,0
MK896568.1,MG459987.2,0
MK896568.1,CASDWV010001209.1,0
MK896568.1,KX130865.1,0
MK896568.1,MG641203.1,0
MK896568.1,EU914104.1,0
MK896568.1,MW633168.1,0
MK896568.1,BK014017.1,0
MK896569.1,EF485031.1,1
MK896569.1,EU262553.1,1
MK896569.1,EU622819.2,1
MK896569.1,HE795097.1,1
MK896569.1,HE795100.1,1
MK896569.1,HE795103.1,1
MK896569.1,HE795106.1,1
MK896569.1,HM007351.1,1
MK896569.1,HM627176.1,1
MK896569.1,HM627181.1,1
MK896569.1,KP405232.1,0
MK896569.1,KY432924.1,0
MK896569.1,CASDWV010003287.1,0
MK896569.1,MK327942.1,0
MK896569.1,AB276040.1,0
MK896569.1,MZ100069.1,0
MK896569.1,BK013738.1,0
MK896569.1,AB981169.1,0
MK896569.1,MZ130499.1,0
MK896569.1,PP357474.1,0
MK896570.1,EU665255.1,1
MK896570.1,EU789573.1,1
MK896570.1,FJ943510.1,1
MK896570.1,HE795090.1,1
MK896570.1,HE795093.1,1
MK896570.1,HE795096.1,1
MK896570.1,HE795099.1,1
MK896570.1,HE795102.1,1
MK896570.1,HE795105.1,1
MK896570.1,HE795108.1,1
MK896570.1,JX904407.1,0
MK896570.1,LC350278.1,0
MK896570.1,AJ888457.1,0
MK896570.1,AY751783.1,0
MK896570.1,DQ114220.1,0
MK896570.1,KY670597.1,0
MK896570.1,JX520662.1,0
MK896570.1,EF558839.2,0
MK896570.1,JN226759.1,0
MK896570.1,OW251746.1,0
MK896589.1,AB000851.1,1
MK896589.1,AY237111.1,1
MK896589.1,AY593727.1,1
MK896589.1,D00353.1,1
MK896589.1,EF485030.1,1
MK896589.1,EU294510.1,1
MK896589.1,EU564828.1,1
MK896589.1,EU564830.1,1
MK896589.1,EU622820.2,1
MK896589.1,EU879062.3,1
MK896589.1,OM469121.1,0
MK896589.1,BK014158.1,0
MK896589.1,MW434775.1,0
MK896589.1,KX431032.1,0
MK896589.1,BK013654.1,0
MK896589.1,KF938901.1,0
MK896589.1,LC036579.1,0
MK896589.1,MT997159.1,0
MK896589.1,GQ150782.1,0
MK896589.1,BK013905.1,0
MK896590.1,EF485031.1,1
MK896590.1,EU262553.1,1
MK896590.1,EU622819.2,1
MK896590.1,HE795097.1,1
MK896590.1,HE795100.1,1
MK896590.1,HE795103.1,1
MK896590.1,HE795106.1,1
MK896590.1,HM007351.1,1
MK896590.1,HM627176.1,1
MK896590.1,HM627181.1,1
MK896590.1,CASDWV010001115.1,0
MK896590.1,KY385390.1,0
MK896590.1,AJ223598.1,0
MK896590.1,AF534906.1,0
MK896590.1,OY757061.1,0
MK896590.1,FN422398.1,0
MK896590.1,GU071095.1,0
MK896590.1,ON955143.1,0
MK896590.1,OK210074.1,0
MK896590.1,MK787250.1,0
MK896591.1,EU665255.1,1
MK896591.1,EU789573.1,1
MK896591.1,FJ943510.1,1
MK896591.1,HE795090.1,1
MK896591.1,HE795093.1,1
MK896591.1,HE795096.1,1
MK896591.1,HE795099.1,1
MK896591.1,HE795102.1,1
MK896591.1,HE795105.1,1
MK896591.1,HE795108.1,1
MK896591.1,AJ312437.1,0
MK896591.1,KC339249.1,0
MK896591.1,CASDWV010004564.1,0
MK896591.1,KY817360.1,0
MK896591.1,KU999109.1,0
MK896591.1,KX882957.1,0
MK896591.1,CASDWV010002593.1,0
MK896591.1,AP013055.1,0
MK896591.1,MG600095.1,0
MK896591.1,GU117621.1,0
MK896597.1,AB000851.1,1
MK896597.1,AY237111.1,1
MK896597.1,AY593727.1,1
MK896597.1,D00353.1,1
MK896597.1,EF485030.1,1
MK896597.1,EU294510.1,1
MK896597.1,EU564828.1,1
MK896597.1,EU564830.1,1
MK896597.1,EU622820.2,1
MK896597.1,EU879062.3,1
MK896597.1,CASDWV010000539.1,0
MK896597.1,MZ679710.1,0
MK896597.1,GQ404857.1,0
MK896597.1,KT149403.1,0
MK896597.1,OL774846.1,1
MK896597.1,MZ130491.1,0
MK896597.1,MZ679512.1,0
MK896597.1,AJ311875.1,0
MK896597.1,KX882938.1,0
MK896597.1,U01834.1,0
MK896598.1,EF485031.1,1
MK896598.1,EU262553.1,1
MK896598.1,EU622819.2,1
MK896598.1,HE795097.1,1
MK896598.1,HE795100.1,1
MK896598.1,HE795103.1,1
MK896598.1,HE795106.1,1
MK896598.1,HM007351.1,1
MK896598.1,HM627176.1,1
MK896598.1,HM627181.1,1
MK896598.1,AF291686.3,0
MK896598.1,AY033435.1,0
MK896598.1,OR413567.1,0
MK896598.1,KT027939.1,0
MK896598.1,MN567480.1,0
MK896598.1,AB000920.1,0
MK896598.1,AB033691.1,0
MK896598.1,CASDWV010002615.1,0
MK896598.1,KT184308.1,0
MK896598.1,M12294.2,0
MK896599.2,EU665255.1,1
MK896599.2,EU789573.1,1
MK896599.2,FJ943510.1,1
MK896599.2,HE795090.1,1
MK896599.2,HE795093.1,1
MK896599.2,HE795096.1,1
MK896599.2,HE795099.1,1
MK896599.2,HE795102.1,1
MK896599.2,HE795105.1,1
MK896599.2,HE795108.1,1
MK896599.2,MN265368.1,0
MK896599.2,OX411436.1,0
MK896599.2,BK013568.1,0
MK896599.2,KU925474.1,0
MK896599.2,KM205017.1,0
MK896599.2,OK040171.1,0
MK896599.2,OM457002.1,0
MK896599.2,MG554632.1,0
MK896599.2,BK013924.1,0
MK896599.2,U22303.1,0
MK896609.1,AB000851.1,1
MK896609.1,AY237111.1,1
MK896609.1,AY593727.1,1
MK896609.1,D00353.1,1
MK896609.1,EF485030.1,1
MK896609.1,EU294510.1,1
MK896609.1,EU564828.1,1
MK896609.1,EU564830.1,1
MK896609.1,EU622820.2,1
MK896609.1,EU879062.3,1
MK896609.1,AP013055.1,0
MK896609.1,MF642734.1,0
MK896609.1,OP804628.1,0
MK896609.1,MG599863.1,0
MK896609.1,KF711227.1,0
MK896609.1,KU178984.1,1
MK896609.1,CASDWV010001567.1,0
MK896609.1,KP005454.1,0
MK896609.1,MN972595.1,0
MK896609.1,BK068108.1,0
MK896610.1,EF485031.1,1
MK896610.1,EU262553.1,1
MK896610.1,EU622819.2,1
MK896610.1,HE795097.1,1
MK896610.1,HE795100.1,1
MK896610.1,HE795103.1,1
MK896610.1,HE795106.1,1
MK896610.1,HM007351.1,1
MK896610.1,HM627176.1,1
MK896610.1,HM627181.1,1
MK896610.1,DQ473507.1,0
MK896610.1,OM154948.1,0
MK896610.1,GQ258979.1,0
MK896610.1,HM119423.1,0
MK896610.1,KX883990.1,0
MK896610.1,KX156157.1,0
MK896610.1,OM645180.1,0
MK896610.1,KC117378.1,0
MK896610.1,CASDWV010000849.1,0
MK896610.1,BK064325.1,0
MK896611.1,EU665255.1,1
MK896611.1,EU789573.1,1
MK896611.1,FJ943510.1,1
MK896611.1,HE795090.1,1
MK896611.1,HE795093.1,1
MK896611.1,HE795096.1,1
MK896611.1,HE795099.1,1
MK896611.1,HE795102.1,1
MK896611.1,HE795105.1,1
MK896611.1,HE795108.1,1
MK896611.1,MZ680340.1,0
MK896611.1,MG646669.1,0
MK896611.1,KY487945.1,0
MK896611.1,KM205013.1,0
MK896611.1,JN997472.1,0
MK896611.1,KX574341.1,0
MK896611.1,MK774519.1,0
MK896611.1,MF285618.1,0
MK896611.1,GU936707.2,0
MK896611.1,MN548734.1,0
MK896612.1,AB000851.1,1
MK896612.1,AY237111.1,1
MK896612.1,AY593727.1,1
MK896612.1,D00353.1,1
MK896612.1,EF485030.1,1
MK896612.1,EU294510.1,1
MK896612.1,EU564828.1,1
MK896612.1,EU564830.1,1
MK896612.1,EU622820.2,1
MK896612.1,EU879062.3,1
MK896612.1,KM205013.1,0
MK896612.1,MG600091.1,0
MK896612.1,HM119436.2,0
MK896612.1,MZ679516.1,0
MK896612.1,KT989885.1,0
MK896612.1,BK013717.1,0
MK896612.1,OR439368.1,0
MK896612.1,CASDWV010002480.1,0
MK896612.1,JN226758.1,0
MK896612.1,KX431402.1,0
MK896613.1,EF485031.1,1
MK896613.1,EU262553.1,1
MK896613.1,EU622819.2,1
MK896613.1,HE795097.1,1
MK896613.1,HE795100.1,1
MK896613.1,HE795103.1,1
MK896613.1,HE795106.1,1
MK896613.1,HM007351.1,1
MK896613.1,HM627176.1,1
MK896613.1,HM627181.1,1
MK896613.1,CASDWV010001904.1,0
MK896613.1,CASDWV010001738.1,0
MK896613.1,MG600074.1,0
MK896613.1,FM955837.2,0
MK896613.1,CASDWV010001623.1,0
MK896613.1,AF403405.1,0
MK896613.1,MZ100069.1,0
MK896613.1,JF513083.1,0
MK896613.1,CASDWV010000697.1,0
MK896613.1,MZ679516.1,0
MK896614.1,EU665255.1,1
MK896614.1,EU789573.1,1
MK896614.1,FJ943510.1,1
MK896614.1,HE795090.1,1
MK896614.1,HE795093.1,1
MK896614.1,HE795096.1,1
MK896614.1,HE795099.1,1
MK896614.1,HE795102.1,1
MK896614.1,HE795105.1,1
MK896614.1,HE795108.1,1
MK896614.1,MN176219.1,0
MK896614.1,MH892351.1,0
MK896614.1,MK896498.1,1
MK896614.1,CASDWV010001873.1,0
MK896614.1,HQ634194.1,0
MK896614.1,BK014093.1,0
MK896614.1,CASDWV010005072.1,0
MK896614.1,KX709964.1,0
MK896614.1,CASDWV010003716.1,0
MK896614.1,MN582110.1,0
MK896615.1,AB000851.1,1
MK896615.1,AY237111.1,1
MK896615.1,AY593727.1,1
MK896615.1,D00353.1,1
MK896615.1,EF485030.1,1
MK896615.1,EU294510.1,1
MK896615.1,EU564828.1,1
MK896615.1,EU564830.1,1
MK896615.1,EU622820.2,1
MK896615.1,EU879062.3,1
MK896615.1,LC596823.1,0
MK896615.1,MN187541.1,0
MK896615.1,EF077279.1,0
MK896615.1,BK013778.1,0
MK896615.1,MW434675.1,0
MK896615.1,AJ272327.1,0
MK896615.1,KF669652.1,0
MK896615.1,LN896307.1,0
MK896615.1,HQ262536.1,0
MK896615.1,CASDWV010000228.1,0
MK896617.1,KM225254.1,1
MK896617.1,KM225260.1,1
MK896617.1,MG821226.1,1
MK896617.1,MK330759.1,1
MK896617.1,MK896527.1,1
MK896617.1,EU665255.1,1
MK896617.1,EU789573.1,1
MK896617.1,FJ943510.1,1
MK896617.1,HE795090.1,1
MK896617.1,HE795093.1,1
MK896617.1,LC063770.1,0
MK896617.1,MK103419.1,0
MK896617.1,KY748210.1,0
MK896617.1,MT074468.1,0
MK896617.1,AY613852.2,0
MK896617.1,ON649700.1,0
MK896617.1,JQ886184.1,0
MK896617.1,KM817661.1,0
MK896617.1,KF147833.1,0
MK896617.1,MK279434.1,0
MK896618.1,AB000851.1,1
MK896618.1,AY237111.1,1
MK896618.1,AY593727.1,1
MK896618.1,D00353.1,1
MK896618.1,EF485030.1,1
MK896618.1,EU294510.1,1
MK896618.1,EU564828.1,1
MK896618.1,EU564830.1,1
MK896618.1,EU622820.2,1
MK896618.1,EU879062.3,1
MK896618.1,AF028022.1,0
MK896618.1,KR106179.1,0
MK896618.1,MN532636.1,0
MK896618.1,MF063068.1,0
MK896618.1,KC699836.1,0
MK896618.1,JN254802.1,0
MK896618.1,GU988610.2,0
MK896618.1,KX882942.1,0
MK896618.1,MF155946.1,0
MK896618.1,CASDWV010000548.1,0
MK896619.1,EF485031.1,1
MK896619.1,EU262553.1,1
MK896619.1,EU622819.2,1
MK896619.1,HE795097.1,1
MK896619.1,HE795100.1,1
MK896619.1,HE795103.1,1
MK896619.1,HE795106.1,1
MK896619.1,HM007351.1,1
MK896619.1,HM627176.1,1
MK896619.1,HM627181.1,1
MK896619.1,CASDWV010000238.1,0
MK896619.1,MT269788.1,0
MK896619.1,HM588723.1,0
MK896619.1,AB176964.1,0
MK896619.1,BK013449.1,0
MK896619.1,CASDWV010001219.1,0
MK896619.1,KJ541744.1,0
MK896619.1,OM869583.1,0
MK896619.1,BK064321.1,0
MK896619.1,AB930182.1,0
MK896621.1,AB000851.1,1
MK896621.1,AY237111.1,1
MK896621.1,AY593727.1,1
MK896621.1,D00353.1,1
MK896621.1,EF485030.1,1
MK896621.1,EU294510.1,1
MK896621.1,EU564828.1,1
MK896621.1,EU564830.1,1
MK896621.1,EU622820.2,1
MK896621.1,EU879062.3,1
MK896621.1,KX828711.1,0
MK896621.1,KM817706.1,0
MK896621.1,CASDWV010004591.1,0
MK896621.1,KR139839.1,0
MK896621.1,KC876004.1,0
MK896621.1,OP030894.1,0
MK896621.1,KY366322.2,0
MK896621.1,KF961186.1,0
MK896621.1,MT050041.1,0
MK896621.1,CASDWV010001592.1,0
MK896622.1,EF485031.1,1
MK896622.1,EU262553.1,1
MK896622.1,EU622819.2,1
MK896622.1,HE795097.1,1
MK896622.1,HE795100.1,1
MK896622.1,HE795103.1,1
MK896622.1,HE795106.1,1
MK896622.1,HM007351.1,1
MK896622.1,HM627176.1,1
MK896622.1,HM627181.1,1
MK896622.1,OP072800.1,0
MK896622.1,KP282614.1,0
MK896622.1,GU170201.1,0
MK896622.1,KC292029.1,0
MK896622.1,MW117965.1,0
MK896622.1,AY307099.1,0
MK896622.1,D13751.1,0
MK896622.1,MG592410.1,0
MK896622.1,KU343161.1,0
MK896622.1,BK064329.1,0
MK896623.1,EU665255.1,1
MK896623.1,EU789573.1,1
MK896623.1,FJ943510.1,1
MK896623.1,HE795090.1,1
MK896623.1,HE795093.1,1
MK896623.1,HE795096.1,1
MK896623.1,HE795099.1,1
MK896623.1,HE795102.1,1
MK896623.1,HE795105.1,1
MK896623.1,HE795108.1,1
MK896623.1,KM110938.1,0
MK896623.1,M20036.1,0
MK896623.1,AJ867490.1,0
MK896623.1,CASDWV010003019.1,0
MK896623.1,BK061820.1,0
MK896623.1,HM566174.1,0
MK896623.1,MK896526.1,1
MK896623.1,KX817326.1,1
MK896623.1,KF649336.1,0
MK896623.1,MT860240.1,0
MK896624.1,AB000851.1,1
MK896624.1,AY237111.1,1
MK896624.1,AY593727.1,1
MK896624.1,D00353.1,1
MK896624.1,EF485030.1,1
MK896624.1,EU294510.1,1
MK896624.1,EU564828.1,1
MK896624.1,EU564830.1,1
MK896624.1,EU622820.2,1
MK896624.1,EU879062.3,1
MK896624.1,JX491653.1,0
MK896624.1,KM817707.1,0
MK896624.1,MN532663.1,0
MK896624.1,MG745672.1,0
MK896624.1,MZ679557.1,0
MK896624.1,ON331942.1,0
MK896624.1,MG550113.1,0
MK896624.1,BK014125.1,0
MK896624.1,MG600095.1,0
MK896624.1,BK013493.1,0
MK896625.1,EF485031.1,1
MK896625.1,EU262553.1,1
MK896625.1,EU622819.2,1
MK896625.1,HE795097.1,1
MK896625.1,HE795100.1,1
MK896625.1,HE795103.1,1
MK896625.1,HE795106.1,1
MK896625.1,HM007351.1,1
MK896625.1,HM627176.1,1
MK896625.1,HM627181.1,1
MK896625.1,MN241408.1,0
MK896625.1,HG940503.2,0
MK896625.1,KP900893.1,0
MK896625.1,MW491759.1,0
MK896625.1,MT897906.1,0
MK896625.1,CASDWV010000511.1,0
MK896625.1,GQ847511.2,0
MK896625.1,KY370025.1,0
MK896625.1,OQ579030.1,0
MK896625.1,PP934563.1,0
MK896626.1,EU665255.1,1
MK896626.1,EU789573.1,1
MK896626.1,FJ943510.1,1
MK896626.1,HE795090.1,1
MK896626.1,HE795093.1,1
MK896626.1,HE795096.1,1
MK896626.1,HE795099.1,1
MK896626.1,HE795102.1,1
MK896626.1,HE795105.1,1
MK896626.1,HE795108.1,1
MK896626.1,KM236240.1,0
MK896626.1,KP984504.1,0
MK896626.1,OL800706.1,0
MK896626.1,MN850572.1,0
MK896626.1,BK064349.1,0
MK896626.1,KC292023.1,0
MK896626.1,MN792651.1,0
MK896626.1,MG600103.1,0
MK896626.1,JF411989.1,0
MK896626.1,CASDWV010001634.1,0
MK896627.1,AB000851.1,1
MK896627.1,AY237111.1,1
MK896627.1,AY593727.1,1
MK896627.1,D00353.1,1
MK896627.1,EF485030.1,1
MK896627.1,EU294510.1,1
MK896627.1,EU564828.1,1
MK896627.1,EU564830.1,1
MK896627.1,EU622820.2,1
MK896627.1,EU879062.3,1
MK896627.1,MW697518.1,0
MK896627.1,MT498818.1,0
MK896627.1,KX443552.1,0
MK896627.1,AF406967.1,0
MK896627.1,X52506.1,0
MK896627.1,CASDWV010000475.1,0
MK896627.1,JQ867463.1,0
MK896627.1,MT074456.1,0
MK896627.1,CASDWV010003329.1,0
MK896627.1,LC413501.1,0
MK896628.1,EF485031.1,1
MK896628.1,EU262553.1,1
MK896628.1,EU622819.2,1
MK896628.1,HE795097.1,1
MK896628.1,HE795100.1,1
MK896628.1,HE795103.1,1
MK896628.1,HE795106.1,1
MK896628.1,HM007351.1,1
MK896628.1,HM627176.1,1
MK896628.1,HM627181.1,1
MK896628.1,KF297902.1,0
MK896628.1,OM256482.1,0
MK896628.1,MG641192.1,0
MK896628.1,BK064267.1,0
MK896628.1,CASDWV010004928.1,0
MK896628.1,CASDWV010001716.1,0
MK896628.1,CASDWV010002550.1,0
MK896628.1,GU182408.1,0
MK896628.1,BK014036.1,0
MK896628.1,MN871491.1,0
MK896629.1,EU665255.1,1
MK896629.1,EU789573.1,1
MK896629.1,FJ943510.1,1
MK896629.1,HE795090.1,1
MK896629.1,HE795093.1,1
MK896629.1,HE795096.1,1
MK896629.1,HE795099.1,1
MK896629.1,HE795102.1,1
MK896629.1,HE795105.1,1
MK896629.1,HE795108.1,1
MK896629.1,OK169616.1,0
MK896629.1,MT723941.1,0
MK896629.1,MN582106.1,0
MK896629.1,CASDWV010003162.1,0
MK896629.1,KY341899.1,0
MK896629.1,KX828710.1,0
MK896629.1,JX878671.1,0
MK896629.1,AB000920.1,0
MK896629.1,MH172261.1,0
MK896629.1,CASDWV010001576.1,0
MK896633.1,AB000851.1,1
MK896633.1,AY237111.1,1
MK896633.1,AY593727.1,1
MK896633.1,D00353.1,1
MK896633.1,EF485030.1,1
MK896633.1,EU294510.1,1
MK896633.1,EU564828.1,1
MK896633.1,EU564830.1,1
MK896633.1,EU622820.2,1
MK896633.1,EU879062.3,1
MK896633.1,BK064340.1,0
MK896633.1,Y15176.1,0
MK896633.1,BK013844.1,0
MK896633.1,MH395371.1,0
MK896633.1,LC698003.1,1
MK896633.1,BK013734.1,0
MK896633.1,CASDWV010002711.1,0
MK896633.1,FJ445128.1,0
MK896633.1,KP900922.1,0
MK896633.1,L37903.1,0
MK896634.1,EF485031.1,1
MK896634.1,EU262553.1,1
MK896634.1,EU622819.2,1
MK896634.1,HE795097.1,1
MK896634.1,HE795100.1,1
MK896634.1,HE795103.1,1
MK896634.1,HE795106.1,1
MK896634.1,HM007351.1,1
MK896634.1,HM627176.1,1
MK896634.1,HM627181.1,1
MK896634.1,MF431616.1,0
MK896634.1,JF796036.1,0
MK896634.1,CASDWV010000455.1,0
MK896634.1,KT944199.1,0
MK896634.1,AB037926.1,0
MK896634.1,OK272480.1,0
MK896634.1,MW091472.1,0
MK896634.1,MZ679812.1,0
MK896634.1,BK013739.1,0
MK896634.1,MF155946.1,0
MK896635.1,EU665255.1,1
MK896635.1,EU789573.1,1
MK896635.1,FJ943510.1,1
MK896635.1,HE795090.1,1
MK896635.1,HE795093.1,1
MK896635.1,HE795096.1,1
MK896635.1,HE795099.1,1
MK896635.1,HE795102.1,1
MK896635.1,HE795105.1,1
MK896635.1,HE795108.1,1
MK896635.1,M18752.1,0
MK896635.1,MT778839.1,0
MK896635.1,MZ679697.1,0
MK896635.1,FJ445127.1,0
MK896635.1,MT766312.1,0
MK896635.1,HM015221.1,0
MK896635.1,KC506157.1,0
MK896635.1,EF219408.1,0
MK896635.1,BK013667.1,0
MK896635.1,MK988619.1,0
MK896639.1,AB000851.1,1
MK896639.1,AY237111.1,1
MK896639.1,AY593727.1,1
MK896639.1,D00353.1,1
MK896639.1,EF485030.1,1
MK896639.1,EU294510.1,1
MK896639.1,EU564828.1,1
MK896639.1,EU564830.1,1
MK896639.1,EU622820.2,1
MK896639.1,EU879062.3,1
